,car_brand,car_name,year,km_driven,fuel,transmission,price,city
225,Tata,Tata HexaXM,2018,"50,000kms",Diesel,Manual,₹9.25 Lakh,Hyderabad
226,Maruti,Maruti CiazZeta Automatic BSIV,2019,"54,000kms",Petrol,Automatic,₹7.99 Lakh,Hyderabad
227,Hyundai,Hyundai i20Asta Opt,2023,"23,708kms",Petrol,Manual,₹8.80 Lakh,Hyderabad
228,Honda,Honda Cityi-VTEC CVT ZX,2019,"71,200kms",Petrol,Automatic,₹8.99 Lakh,Hyderabad
229,Hyundai,Hyundai Grand i10 NiosCorp Edition,2022,"26,217kms",Petrol,Manual,₹6.35 Lakh,Hyderabad
230,Maruti,Maruti ErtigaZXI,2019,"83,000kms",Petrol,Manual,₹8.99 Lakh,Hyderabad
231,Hyundai,Hyundai i20Asta Option 1.2,2023,"23,708kms",Petrol,Manual,₹8.80 Lakh,Hyderabad
232,Skoda,Skoda Rapid1.6 MPI Style BSIV,2018,"1,00,500kms",Petrol,Manual,₹7.99 Lakh,Hyderabad
233,Honda,Honda Amaze 2nd GenVX BSVI,2023,"72,600kms",Petrol,Manual,₹7.49 Lakh,Hyderabad
234,Hyundai,Hyundai Grand i10 NiosSportz,2023,"25,054kms",Petrol,Manual,₹6.40 Lakh,Hyderabad
235,Toyota,Toyota Innova2.5 E 8 STR,2012,"1,93,722kms",Diesel,Manual,₹6.95 Lakh,Hyderabad
236,Hyundai,Hyundai VenueS Plus Diesel BSVI,2023,"61,100kms",Diesel,Manual,₹9.75 Lakh,Hyderabad
237,Hyundai,Hyundai Creta1.4 CRDi Base,2016,"1,06,721kms",Diesel,Manual,₹7.25 Lakh,Hyderabad
238,Maruti,Maruti SwiftZXI,2024,"35,000kms",Petrol,Manual,₹8.50 Lakh,Hyderabad
239,Hyundai,Hyundai VenueSX Diesel BSIV,2019,"89,213kms",Diesel,Manual,₹8.90 Lakh,Hyderabad
240,Skoda,Skoda Kushaq1.0 TSI Ambition BSVI,2022,"98,000kms",Petrol,Manual,₹9.80 Lakh,Hyderabad
241,Hyundai,Hyundai VernaVTVT 1.6 AT SX Option,2019,"92,000kms",Petrol,Automatic,₹9.70 Lakh,Hyderabad
242,Maruti,Maruti Swift DzireZXI Plus BSVI,2022,"48,000kms",Petrol,Manual,₹7.50 Lakh,Hyderabad
243,Maruti,Maruti S CrossZeta DDiS 200 SH,2019,"64,000kms",Diesel,Manual,₹8.95 Lakh,Hyderabad
244,Toyota,Toyota Innova2.5 VX (Diesel) 7 Seater,2013,"2,94,000kms",Diesel,Manual,₹7.95 Lakh,Hyderabad
245,Audi,Audi A4 Technology,2021,"30,000 kms",Petrol,Automatic,₹35 Lakh,Hyderabad
246,Tata,Tata Nexon Pure Diesel,2024,"22,000 kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
247,MG,MG Windsor EV Essence,2024,"30,000 kms",Electric,Automatic,₹13.70 Lakh,Hyderabad
248,Skoda,Skoda Slavia 1.0 TSI Style,2024,"30,000 kms",Petrol,Manual,₹14.50 Lakh,Hyderabad
249,Maruti,Maruti Swift LXI BSIV,2014,"57,600 kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
250,Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,"30,000 kms",Diesel,Automatic,₹12 Lakh,Hyderabad
251,Hyundai,Hyundai Verna CRDi 1.6 AT SX Plus,2019,"55,000 kms",Diesel,Automatic,₹10 Lakh,Hyderabad
252,Nissan,Nissan Magnite Tekna Plus,2024,"7,800 kms",Petrol,Manual,₹8.50 Lakh,Hyderabad
253,Hyundai,Hyundai VenueS Turbo,2020,"1,19,717kms",Petrol,Manual,₹6.90 Lakh,Hyderabad
254,Hyundai,Hyundai Creta1.6 CRDi SX,2015,"1,19,208kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
255,Hyundai,Hyundai Creta1.6 VTVT E Plus,2018,"76,732kms",Petrol,Manual,₹7.95 Lakh,Hyderabad
256,Honda,Honda Cityi VTEC V,2017,"73,368kms",Petrol,Manual,₹7.80 Lakh,Hyderabad
257,Maruti,Maruti Baleno1.2 Alpha,2018,"93,258kms",Petrol,Manual,₹6.25 Lakh,Hyderabad
258,Hyundai,Hyundai Grand i10 NiosCorp Edition,2022,"26,217kms",Petrol,Manual,₹6.35 Lakh,Hyderabad
259,Honda,Honda Cityi-VTEC CVT ZX,2019,"71,200kms",Petrol,Automatic,₹8.99 Lakh,Hyderabad
260,Maruti,Maruti Vitara BrezzaVDi,2019,"90,016kms",Diesel,Manual,₹7.35 Lakh,Hyderabad
261,Maruti,Maruti ErtigaZXI,2019,"83,000kms",Petrol,Manual,₹8.99 Lakh,Hyderabad
262,Maruti,Maruti ErtigaSHVS VDI,2017,"76,703kms",Diesel,Manual,₹7.75 Lakh,Hyderabad
263,Hyundai,Hyundai Creta1.4 E Plus CRDi,2019,"89,932kms",Diesel,Manual,₹7.99 Lakh,Hyderabad
264,Maruti,Maruti Vitara BrezzaZDi Plus AMT,2019,"85,000kms",Diesel,Automatic,₹8.50 Lakh,Hyderabad
265,Maruti,Maruti SwiftZXI,2024,"35,000kms",Petrol,Manual,₹8.50 Lakh,Hyderabad
266,Maruti,Maruti CiazZeta Automatic BSIV,2019,"54,000kms",Petrol,Automatic,₹7.99 Lakh,Hyderabad
267,Skoda,Skoda Rapid1.6 MPI Style BSIV,2018,"1,00,500kms",Petrol,Manual,₹7.99 Lakh,Hyderabad
268,Hyundai,Hyundai VenueS Plus,2022,"27,052kms",Petrol,Manual,₹9.90 Lakh,Hyderabad
269,Hyundai,Hyundai VenueSX Diesel,2021,"98,467kms",Diesel,Manual,₹9.35 Lakh,Hyderabad
270,Maruti,Maruti Vitara BrezzaVDi,2019,"90,016kms",Diesel,Manual,₹7.35 Lakh,Hyderabad
271,Hyundai,Hyundai VenueSX Diesel BSIV,2019,"89,213kms",Diesel,Manual,₹8.90 Lakh,Hyderabad
272,Hyundai,Hyundai VernaVTVT 1.6 AT SX Option,2019,"92,000kms",Petrol,Automatic,₹9.70 Lakh,Hyderabad
273,Audi,Audi A4 Technology,2021,"30,000 kms",Petrol,Automatic,₹35 Lakh,Hyderabad
274,Tata,Tata Nexon Pure Diesel,2024,"22,000 kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
275,Volvo,Volvo XC90 D5 AWD,2014,"1,50,000 kms",Diesel,Manual,₹20 Lakh,Hyderabad
276,Skoda,Skoda Slavia 1.0 TSI Style,2024,"30,000 kms",Petrol,Manual,₹14.50 Lakh,Hyderabad
277,Maruti,Maruti Swift LXI BSIV,2014,"57,600 kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
278,Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,"30,000 kms",Diesel,Automatic,₹12 Lakh,Hyderabad
279,Skoda,Skoda Octavia 2.0 TDI AT Style Plus,2019,"87,000 kms",Diesel,Automatic,₹14 Lakh,Hyderabad
280,Hyundai,Hyundai Creta 1.6 CRDi SX Plus,2017,"86,000 kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
281,Maruti,Maruti Swift DzireZXI Plus BSVI,2022,"48,000kms",Petrol,Manual,₹7.50 Lakh,Hyderabad
282,Maruti,Maruti S CrossZeta DDiS 200 SH,2019,"64,000kms",Diesel,Manual,₹8.95 Lakh,Hyderabad
283,Toyota,Toyota Innova2.5 VX (Diesel) 7 Seater,2013,"2,94,000kms",Diesel,Manual,₹7.95 Lakh,Hyderabad
284,Hyundai,Hyundai i20Asta Opt,2023,"23,708kms",Petrol,Manual,₹8.80 Lakh,Hyderabad
285,Maruti,Maruti Vitara BrezzaZDi Plus,2017,"72,000kms",Diesel,Manual,₹7.55 Lakh,Hyderabad
286,Hyundai,Hyundai Creta1.4 CRDi S,2017,"1,16,410kms",Diesel,Manual,₹8.25 Lakh,Hyderabad
287,Hyundai,Hyundai Creta1.6 CRDi SX,2015,"1,19,208kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
288,Hyundai,Hyundai Creta1.6 VTVT E Plus,2018,"76,732kms",Petrol,Manual,₹7.95 Lakh,Hyderabad
289,Honda,Honda Cityi VTEC V,2017,"73,368kms",Petrol,Manual,₹7.80 Lakh,Hyderabad
290,Maruti,Maruti Baleno1.2 Alpha,2018,"93,258kms",Petrol,Manual,₹6.25 Lakh,Hyderabad
291,Maruti,Maruti ErtigaSHVS VDI,2017,"76,703kms",Diesel,Manual,₹7.75 Lakh,Hyderabad
292,Ford,Ford Ecosport1.5 Diesel Titanium,2020,"1,12,500kms",Diesel,Manual,₹7.65 Lakh,Hyderabad
293,Maruti,Maruti S CrossAlpha DDiS 200 SH,2017,"82,469kms",Diesel,Manual,₹6.90 Lakh,Hyderabad
294,Hyundai,Hyundai Elantra2.0 SX Option AT,2018,"66,000kms",Petrol,Automatic,₹9.95 Lakh,Hyderabad
295,Hyundai,Hyundai VenueS BSVI,2023,"32,590kms",Petrol,Manual,₹8.95 Lakh,Hyderabad
296,Toyota,Toyota Innova2.5 G (Diesel) 7 Seater BS IV,2014,"1,60,579kms",Diesel,Manual,₹9.30 Lakh,Hyderabad
297,Mahindra,Mahindra Bolero NeoN10 Option BSVI,2022,"60,000kms",Diesel,Manual,₹9 Lakh,Hyderabad
298,Honda,Honda WR-Vi-DTEC VX,2018,"91,416kms",Diesel,Manual,₹6.75 Lakh,Hyderabad
299,Maruti,Maruti Baleno1.2 Alpha,2019,"95,565kms",Petrol,Manual,₹7.25 Lakh,Hyderabad
300,Maruti,Maruti BrezzaVXi BSVI,2023,"75,038kms",Petrol,Manual,₹9.50 Lakh,Hyderabad
301,Audi,Audi A4 Technology,2021,"30,000 kms",Petrol,Automatic,₹35 Lakh,Hyderabad
302,Tata,Tata Nexon Pure Diesel,2024,"22,000 kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
303,MG,MG Windsor EV Essence,2024,"30,000 kms",Electric,Automatic,₹13.70 Lakh,Hyderabad
304,Skoda,Skoda Slavia 1.0 TSI Style,2024,"30,000 kms",Petrol,Manual,₹14.50 Lakh,Hyderabad
305,Maruti,Maruti Swift LXI BSIV,2014,"57,600 kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
306,Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,"30,000 kms",Diesel,Automatic,₹12 Lakh,Hyderabad
307,Hyundai,Hyundai Verna CRDi 1.6 AT SX Plus,2019,"55,000 kms",Diesel,Automatic,₹10 Lakh,Hyderabad
308,Nissan,Nissan Magnite Tekna Plus,2024,"7,800 kms",Petrol,Manual,₹8.50 Lakh,Hyderabad
309,Maruti,Maruti ErtigaVDI,2019,"89,000kms",Diesel,Manual,₹9.55 Lakh,Hyderabad
310,Maruti,Maruti Vitara BrezzaVDi,2019,"98,358kms",Diesel,Manual,₹7.95 Lakh,Hyderabad
311,Hyundai,Hyundai Creta1.6 CRDi SX Option,2018,"1,00,000kms",Diesel,Manual,₹9.20 Lakh,Hyderabad
312,Maruti,Maruti Vitara BrezzaVXI AT,2021,"63,842kms",Petrol,Automatic,₹8.10 Lakh,Hyderabad
313,Hyundai,Hyundai VenueSX Diesel BSIV,2020,"96,839kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
314,Hyundai,Hyundai VenueSX Opt Turbo BSIV,2019,"92,000kms",Petrol,Manual,₹8.40 Lakh,Hyderabad
315,Maruti,Maruti Vitara BrezzaVDi Option,2018,"1,39,070kms",Diesel,Manual,₹6.95 Lakh,Hyderabad
316,Honda,Honda WR-VVX,2021,"25,000kms",Petrol,Manual,₹7.25 Lakh,Hyderabad
317,Toyota,Toyota Innova2.5 GX (Diesel) 8 Seater BS IV,2013,"82,000kms",Diesel,Manual,₹7.25 Lakh,Hyderabad
318,Maruti,Maruti SwiftVXI,2021,"45,000kms",Petrol,Manual,₹6.75 Lakh,Hyderabad
319,Jeep,Jeep Compass2.0 Sport,2018,"77,097kms",Diesel,Manual,₹8.75 Lakh,Hyderabad
320,Maruti,Maruti Vitara BrezzaVDi Option,2018,"1,39,070kms",Diesel,Manual,₹6.95 Lakh,Hyderabad
321,Honda,Honda WR-VVX,2021,"25,000kms",Petrol,Manual,₹7.25 Lakh,Hyderabad
322,Toyota,Toyota Innova2.5 GX (Diesel) 8 Seater BS IV,2013,"82,000kms",Diesel,Manual,₹7.25 Lakh,Hyderabad
323,Maruti,Maruti SwiftVXI,2021,"45,000kms",Petrol,Manual,₹6.75 Lakh,Hyderabad
324,Jeep,Jeep Compass2.0 Sport,2018,"77,097kms",Diesel,Manual,₹8.75 Lakh,Hyderabad
325,Hyundai,Hyundai VernaVTVT 1.6 SX Option,2018,"78,000kms",Petrol,Manual,₹8.35 Lakh,Hyderabad
326,Maruti,Maruti S CrossZeta DDiS 200 SH,2018,"84,000kms",Diesel,Manual,₹7.25 Lakh,Hyderabad
327,Honda,Honda Cityi VTEC VX,2017,"60,000kms",Petrol,Manual,₹7.90 Lakh,Hyderabad
328,Hyundai,Hyundai Creta1.6 CRDi SX Plus,2015,"1,32,000kms",Diesel,Manual,₹6.85 Lakh,Hyderabad
329,Audi,Audi A4 Technology,2021,"30,000 kms",Petrol,Automatic,₹35 Lakh,Hyderabad
330,Tata,Tata Nexon Pure Diesel,2024,"22,000 kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
331,MG,MG Windsor EV Essence,2024,"30,000 kms",Electric,Automatic,₹13.70 Lakh,Hyderabad
332,Skoda,Skoda Slavia 1.0 TSI Style,2024,"30,000 kms",Petrol,Manual,₹14.50 Lakh,Hyderabad
333,Maruti,Maruti Swift LXI BSIV,2014,"57,600 kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
334,Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,"30,000 kms",Diesel,Automatic,₹12 Lakh,Hyderabad
335,Hyundai,Hyundai Verna CRDi 1.6 AT SX Plus,2019,"55,000 kms",Diesel,Automatic,₹10 Lakh,Hyderabad
336,Nissan,Nissan Magnite Tekna Plus,2024,"7,800 kms",Petrol,Manual,₹8.50 Lakh,Hyderabad
337,Maruti,Maruti ErtigaVDI,2019,"1,10,000kms",Diesel,Manual,₹9.80 Lakh,Hyderabad
338,Toyota,Toyota Fortuner2.8 2WD AT BSIV,2018,"1,18,451kms",Diesel,Automatic,₹28.25 Lakh,Hyderabad
339,Toyota,Toyota Innova Crysta2.4 GX 8 STR,2020,"27,262kms",Diesel,Manual,₹20.75 Lakh,Hyderabad
340,Toyota,Toyota Innova Crysta2.4 VX 7 STR,2022,"89,000kms",Diesel,Manual,₹24.50 Lakh,Hyderabad
341,Toyota,Toyota Innova Crysta2.4 ZX 7 STR,2022,"53,420kms",Diesel,Manual,₹28 Lakh,Hyderabad
342,Toyota,Toyota Fortuner2.8 2WD MT BSIV,2018,"91,000kms",Diesel,Manual,₹28.30 Lakh,Hyderabad
343,Toyota,Toyota Fortuner2.8 2WD AT BSIV,2019,"1,64,839kms",Diesel,Automatic,₹27.85 Lakh,Hyderabad
344,Toyota,Toyota Innova Crysta2.4 G 8 STR,2022,"70,000kms",Diesel,Manual,₹25.75 Lakh,Hyderabad
345,Volvo,Volvo XC90D5 Inscription BSIV,2017,"1,34,941kms",Diesel,Automatic,₹25 Lakh,Hyderabad
346,Hyundai,Hyundai Grand i10CRDi Sportz,2013,"88,000kms",Diesel,Manual,₹3.50 Lakh,Hyderabad
347,Maruti,Maruti BalenoZeta CVT,2019,"87,577kms",Petrol,Automatic,₹5.60 Lakh,Hyderabad
348,Toyota,Toyota Fortuner2.8 2WD AT BSIV,2019,"1,64,839kms",Diesel,Automatic,₹27.85 Lakh,Hyderabad
349,Toyota,Toyota Innova Crysta2.4 G 8 STR,2022,"70,000kms",Diesel,Manual,₹25.75 Lakh,Hyderabad
350,Volvo,Volvo XC90D5 Inscription BSIV,2017,"1,34,941kms",Diesel,Automatic,₹25 Lakh,Hyderabad
351,Hyundai,Hyundai Grand i10CRDi Sportz,2013,"88,000kms",Diesel,Manual,₹3.50 Lakh,Hyderabad
352,Maruti,Maruti BalenoZeta CVT,2019,"87,577kms",Petrol,Automatic,₹5.60 Lakh,Hyderabad
353,Hyundai,Hyundai CretaSX (O) Diesel AT,2023,"80,419kms",Diesel,Automatic,₹16.48 Lakh,Hyderabad
354,Kia,Kia SeltosGTX Plus S Diesel AT,2023,"1,18,562kms",Diesel,Automatic,₹15.57 Lakh,Hyderabad
355,Hyundai,Hyundai AlcazarSignature 6Str Diesel AT,2022,"46,501kms",Diesel,Automatic,₹16.95 Lakh,Hyderabad
356,Toyota,Toyota Innova Crysta2.8 ZX AT BSIV,2018,"1,39,574kms",Diesel,Automatic,₹19.50 Lakh,Hyderabad
357,Audi,Audi A4 Technology,2021,"30,000 kms",Petrol,Automatic,₹35 Lakh,Hyderabad
358,Tata,Tata Nexon Pure Diesel,2024,"22,000 kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
359,Volvo,Volvo XC90 D5 AWD,2014,"1,50,000 kms",Diesel,Manual,₹20 Lakh,Hyderabad
360,Skoda,Skoda Slavia 1.0 TSI Style,2024,"30,000 kms",Petrol,Manual,₹14.50 Lakh,Hyderabad
361,Maruti,Maruti Swift LXI BSIV,2014,"57,600 kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
362,Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,"30,000 kms",Diesel,Automatic,₹12 Lakh,Hyderabad
363,Skoda,Skoda Octavia 2.0 TDI AT Style Plus,2019,"87,000 kms",Diesel,Automatic,₹14 Lakh,Hyderabad
364,Hyundai,Hyundai Creta 1.6 CRDi SX Plus,2017,"86,000 kms",Diesel,Manual,₹8.50 Lakh,Hyderabad
365,Toyota,Toyota Innova Crysta2.8 ZX AT BSIV,2018,"1,15,190kms",Diesel,Automatic,₹19.20 Lakh,Hyderabad
366,Hyundai,Hyundai AlcazarSignature (O) AT,2021,"59,104kms",Petrol,Automatic,₹15.50 Lakh,Hyderabad
367,Hyundai,Hyundai AlcazarSignature (O) Diesel AT BSVI,2022,"69,200kms",Diesel,Automatic,₹18.45 Lakh,Hyderabad
368,Toyota,Toyota Innova Crysta2.4 G MT BSIV,2018,"1,58,421kms",Diesel,Manual,₹19 Lakh,Hyderabad
369,Toyota,Toyota Innova Crysta2.4 GX MT BSIV,2019,"1,37,821kms",Diesel,Manual,₹17.25 Lakh,Hyderabad
370,Toyota,Toyota Innova Crysta2.4 VX MT,2020,"80,000kms",Diesel,Manual,₹19.95 Lakh,Hyderabad
371,Kia,Kia SeltosGTX Plus Diesel AT,2022,"97,000kms",Diesel,Automatic,₹16 Lakh,Hyderabad
372,Tata,Tata SafariXZ Plus 6 Str BSVI,2022,"38,040kms",Diesel,Manual,₹19.50 Lakh,Hyderabad
373,Tata,Tata SafariXZA Plus 6 Str AT BSVI,2022,"36,000kms",Diesel,Automatic,₹19.50 Lakh,Hyderabad
374,Tata,Tata SafariXZA Plus AT BSVI,2021,"55,703kms",Diesel,Automatic,₹16.50 Lakh,Hyderabad
375,Renault,Renault KigerRXZ Turbo CVT,2023,"35,700kms",Petrol,Automatic,₹8.75 Lakh,Hyderabad
376,Toyota,Toyota Innova Crysta2.4 G MT BSIV,2018,"1,58,421kms",Diesel,Manual,₹19 Lakh,Hyderabad
377,Toyota,Toyota Innova Crysta2.8 ZX AT BSIV,2018,"1,15,190kms",Diesel,Automatic,₹19.20 Lakh,Hyderabad
378,Hyundai,Hyundai AlcazarSignature (O) AT,2021,"59,104kms",Petrol,Automatic,₹15.50 Lakh,Hyderabad
379,Toyota,Toyota Innova Crysta2.8 ZX AT BSIV,2018,"1,39,574kms",Diesel,Automatic,₹19.50 Lakh,Hyderabad
380,Renault,Renault KigerRXZ Turbo CVT,2023,"35,700kms",Petrol,Automatic,₹8.75 Lakh,Hyderabad
381,MG,MG HectorSharp Diesel Dualtone,2020,"92,000kms",Diesel,Manual,₹12.55 Lakh,Hyderabad
382,Hyundai,Hyundai i20 Active1.2 SX,2016,"70,200kms",Petrol,Manual,₹6.20 Lakh,Hyderabad
383,Hyundai,Hyundai Grand i101.2 Kappa Asta,2017,"1,11,906kms",Petrol,Manual,₹3.86 Lakh,Hyderabad
384,Hyundai,Hyundai Grand i101.2 Kappa Sportz BSIV,2015,"67,301kms",Petrol,Manual,₹3.91 Lakh,Hyderabad
385,Audi,Audi A4 Technology,2021,"30,000 kms",Petrol,Automatic,₹35 Lakh,Hyderabad
386,Tata,Tata Nexon Pure Diesel,2024,"22,000 kms",Diesel,Manual,₹10.50 Lakh,Hyderabad
387,Mahindra,Mahindra XUV500 R W10 FWD,2016,"1,31,000 kms",Diesel,Manual,₹8 Lakh,Hyderabad
388,Skoda,Skoda Slavia 1.0 TSI Style,2024,"30,000 kms",Petrol,Manual,₹14.50 Lakh,Hyderabad
389,Maruti,Maruti Swift LXI BSIV,2014,"57,600 kms",Petrol,Manual,₹2.30 Lakh,Hyderabad
390,Audi,Audi Q3 35 TDI Quattro Premium Plus,2016,"30,000 kms",Diesel,Automatic,₹12 Lakh,Hyderabad
391,Mercedes-Benz,Mercedes-Benz GLA Aero Edition,2018,"44,000 kms",Petrol,Automatic,₹23 Lakh,Hyderabad
392,MG,MG Windsor EV Essence,2024,"30,000 kms",Electric,Automatic,₹13.70 Lakh,Hyderabad
393,Hyundai,Hyundai Grand i101.2 Kappa Sportz BSIV,2015,"1,31,868kms",Petrol,Manual,₹3.51 Lakh,Hyderabad
394,Honda,Honda Cityi DTec VX Option,2016,"94,708kms",Diesel,Manual,₹6.16 Lakh,Hyderabad
395,Maruti,Maruti DzireVXI,2018,"1,18,263kms",Petrol,Manual,₹5.60 Lakh,Hyderabad
396,Renault,Renault KigerRXZ AMT,2022,"88,615kms",Petrol,Automatic,₹5.92 Lakh,Hyderabad
397,Hyundai,Hyundai Grand i101.2 Kappa Asta,2015,"79,004kms",Petrol,Manual,₹4.03 Lakh,Hyderabad
398,Toyota,Toyota Etios LivaGD,2012,"84,000kms",Diesel,Manual,₹3.40 Lakh,Hyderabad
399,Maruti,Maruti CiazZeta AT BSVI,2023,"9,000kms",Petrol,Automatic,₹10.45 Lakh,Hyderabad
400,Hyundai,Hyundai VenueSX Opt Executive Diesel,2021,"95,744kms",Diesel,Manual,₹9.80 Lakh,Hyderabad
401,Hyundai,Hyundai Grand i10Sportz,2015,"62,969kms",Petrol,Manual,₹3.49 Lakh,Hyderabad
402,Honda,Honda AmazeS Petrol BSIV,2019,"1,14,792kms",Petrol,Manual,₹4.53 Lakh,Hyderabad
403,Hyundai,Hyundai Xcent1.2 Kappa SX,2015,"1,14,980kms",Petrol,Manual,₹3.57 Lakh,Hyderabad
404,Maruti,Maruti CiazZeta AT BSVI,2023,"9,000kms",Petrol,Automatic,₹10.45 Lakh,Hyderabad
405,Hyundai,Hyundai VenueSX Opt Executive Diesel,2021,"95,744kms",Diesel,Manual,₹9.80 Lakh,Hyderabad
406,Hyundai,Hyundai Grand i10Sportz,2015,"62,969kms",Petrol,Manual,₹3.49 Lakh,Hyderabad
407,Honda,Honda AmazeS Petrol BSIV,2019,"1,14,792kms",Petrol,Manual,₹4.53 Lakh,Hyderabad
408,Hyundai,Hyundai Xcent1.2 Kappa SX,2015,"1,14,980kms",Petrol,Manual,₹3.57 Lakh,Hyderabad
409,Nissan,Nissan Kicks1.5 XV,2020,"1,05,870kms",Petrol,Manual,₹5.52 Lakh,Hyderabad
410,Maruti,Maruti Swift DzireVXI,2017,"74,134kms",Petrol,Manual,₹4.49 Lakh,Hyderabad
411,Honda,Honda Jazz1.5 VX i DTEC,2017,"89,000kms",Diesel,Manual,₹5.99 Lakh,Hyderabad
412,Maruti,Maruti Grand VitaraAlpha Plus Hybrid CVT BSVI,2022,"28,000kms",Petrol,Automatic,₹16.40 Lakh,Hyderabad
413,Maruti,Maruti Vitara BrezzaVDi,2016,"84,172kms",Diesel,Manual,₹5.80 Lakh,Hyderabad
414,Hyundai,Hyundai Grand i10 NiosSportz,2022,"41,000kms",Petrol,Manual,₹5.95 Lakh,Hyderabad
415,Maruti,Maruti Vitara BrezzaZXI Plus Dual Tone,2023,"35,694kms",Petrol,Manual,₹12.01 Lakh,Hyderabad
416,Volkswagen,Volkswagen VirtusTopline,2023,"45,293kms",Petrol,Manual,₹12.15 Lakh,Hyderabad
417,Volkswagen,Volkswagen Taigun1.0 Highline AT,2022,"47,377kms",Petrol,Automatic,₹10.05 Lakh,Hyderabad
418,Hyundai,Hyundai AlcazarPlatinum AE 7Str Diesel,2022,"96,029kms",Diesel,Manual,₹14.29 Lakh,Hyderabad
419,Hyundai,Hyundai VernaSX Opt Turbo,2021,"33,881kms",Petrol,Automatic,₹11.93 Lakh,Hyderabad
420,Kia,Kia SeltosGTX Plus S Turbo DCT,2020,"92,417kms",Petrol,Automatic,₹12.61 Lakh,Hyderabad
421,Kia,Kia SeltosGTX Plus S Turbo DCT,2019,"1,05,475kms",Petrol,Automatic,₹11.48 Lakh,Hyderabad
422,Volkswagen,Volkswagen Taigun1.0 Topline,2022,"56,283kms",Petrol,Manual,₹10.73 Lakh,Hyderabad
423,Honda,Honda ElevateZX Non RF,2023,"14,754kms",Petrol,Manual,₹13.89 Lakh,Hyderabad
424,Kia,Kia SonetX-Line Diesel AT,2023,"34,567kms",Diesel,Automatic,₹13.45 Lakh,Hyderabad
425,Tata,Tata CurvvCreative Plus S Diesel,2024,"18,341kms",Diesel,Manual,₹14.96 Lakh,Hyderabad
426,Honda,Honda ElevateZX Non RF,2023,"14,754kms",Petrol,Manual,₹13.89 Lakh,Hyderabad
427,Tata,Tata CurvvCreative S Diesel,2024,"27,472kms",Diesel,Manual,₹13.95 Lakh,Hyderabad
428,Skoda,Skoda Slavia1.0 TSI Style AT BSVI,2022,"61,417kms",Petrol,Automatic,₹11.66 Lakh,Hyderabad
429,Maruti,Maruti Vitara BrezzaZXI Plus Dual Tone,2023,"35,694kms",Petrol,Manual,₹12.01 Lakh,Hyderabad
430,Honda,Honda CityZX MT,2022,"84,325kms",Petrol,Manual,₹11.28 Lakh,Hyderabad
431,Kia,Kia SeltosGTX Plus S Turbo DCT,2019,"1,05,475kms",Petrol,Automatic,₹11.48 Lakh,Hyderabad
432,Volkswagen,Volkswagen Taigun1.0 Topline,2022,"56,283kms",Petrol,Manual,₹10.73 Lakh,Hyderabad
433,Kia,Kia SeltosHTX,2022,"58,333kms",Petrol,Manual,₹11.36 Lakh,Hyderabad
434,Volkswagen,Volkswagen VirtusTopline,2023,"45,293kms",Petrol,Manual,₹12.15 Lakh,Hyderabad
435,Volkswagen,Volkswagen Taigun1.0 Highline AT,2022,"47,377kms",Petrol,Automatic,₹10.05 Lakh,Hyderabad
436,Honda,Honda CityZX MT,2022,"74,872kms",Petrol,Manual,₹10.88 Lakh,Hyderabad
437,Kia,Kia SeltosGTX Plus S Turbo DCT,2020,"66,772kms",Petrol,Automatic,₹13.19 Lakh,Hyderabad
438,Hyundai,Hyundai AlcazarPlatinum AE 7Str Diesel,2022,"96,029kms",Diesel,Manual,₹14.29 Lakh,Hyderabad
439,Hyundai,Hyundai VernaSX Opt Turbo,2021,"33,881kms",Petrol,Automatic,₹11.93 Lakh,Hyderabad
440,Kia,Kia SeltosGTX Plus S Turbo DCT,2020,"92,417kms",Petrol,Automatic,₹12.61 Lakh,Hyderabad
441,Honda,Honda CR-V2.0L 2WD AT,2016,"62,940kms",Petrol,Automatic,₹10.50 Lakh,Hyderabad
442,Hyundai,Hyundai CretaSX Diesel BSVI,2020,"1,16,000kms",Diesel,Manual,₹13 Lakh,Hyderabad
443,Maruti,Maruti ErtigaVDI,2019,"1,12,000kms",Diesel,Manual,₹10.80 Lakh,Hyderabad
444,Hyundai,Hyundai VernaSX Opt Turbo,2021,"33,881kms",Petrol,Automatic,₹11.93 Lakh,Hyderabad
